title,budget,revenue,vote_average,popularity,belongs_to_collection
Swiss Army Man,3.0,4.210454,6.8,9.196678,False
The Shallows,17.0,119.100758,6.2,13.689175,False
The Duel,10.0,0.0045,5.5,5.927867,False
Raman Raghav 2.0,0.521873,1.013926,7.1,1.6687939999999999,False
Free State of Jones,50.0,25.03595,6.6,10.223582,False
The Purge: Election Year,10.0,118.58788,6.1,13.1789,True
The Legend of Tarzan,180.0,356.743061,5.5,45.382979999999996,False
Hillary's America: The Secret History of the Democratic Party,5.0,13.0,6.6,1.628629,False
Captain Fantastic,5.0,5.879736,7.9,16.519276,False
Sultan,10.4,102.0,7.0,6.070606,False
Mike and Dave Need Wedding Dates,33.0,77.068246,5.9,12.237571,False
Star Trek Beyond,185.0,343.471816,6.6,20.659284,True
Rock Dog,60.0,9.420546,5.8,6.55207,False
Big Fish & Begonia,4.531653,84.55225,6.3,2.238595,False
Sausage Party,19.0,140.705322,5.6,17.56963,False
The Infiltrator,25.0,15.436808,6.6,11.504398,False
Toni Erdmann,3.537415,1.390172,7.3,9.117054,False
Ghostbusters,144.0,229.147509,5.3,17.162744,True
Precious Cargo,10.5,0.100659,5.1,11.548303,False
Train to Busan,8.82,2.129768,7.7,22.685169000000002,False
Batman: The Killing Joke,3.5,3.775,6.2,6.488277,False
Lights Out,4.9,148.868835,6.3,11.494907000000001,False
Skiptrace,32.0,58.5,5.5,10.912208,False
Kabali,18.7,74.0,5.9,2.017961,False
Nerve,19.0,85.241496,7.1,14.9837,False
Jason Bourne,120.0,415.484914,5.9,19.133256,True
Bad Moms,20.0,183.936074,6.3,9.362055999999999,False
Pelli Choopulu,0.2,5.5,7.8,0.902294,False
Shin Godzilla,15.0,77.0,6.6,9.285519,False
Suicide Squad,175.0,745.600054,5.9,42.965027,False
Nine Lives,30.0,57.814445,5.5,10.000208,False
Collide,21.5,4.811525,5.5,31.314013,False
Pete's Dragon,65.0,143.695338,6.2,12.189941000000001,False
Mohenjo Daro,15.05,16.18,6.7,1.423358,False
Anthropoid,9.0,4.6,6.9,8.475983,False
Hell or High Water,12.0,37.589296,7.2,12.565896,False
War Dogs,40.0,86.234523,6.8,16.453573000000002,False
Ben-Hur,100.0,94.061311,5.3,11.51021,False
Kubo and the Two Strings,60.0,69.929545,7.7,12.321832,False
Mechanic: Resurrection,40.0,125.729635,5.3,14.288576999999998,True
Don't Breathe,9.9,157.100845,6.7,25.869882999999998,False
The Hollars,3.8,1.016985,6.4,5.723985,False
Aquarius,0.762241,0.28593,7.5,4.860265,False
Morgan,8.0,8.810591,5.7,12.521071000000001,False
The Light Between Oceans,20.0,25.956113,6.9,8.483245,False
White Girl,0.7,0.200242,5.5,6.021721,False
Sully,60.0,238.470033,7.0,18.275689,False
The Birth of a Nation,8.5,15.861566,6.4,5.933047,False
When the Bough Breaks,10.0,30.658387,5.3,17.046052,False
Paris Can Wait,5.0,6.7,6.4,8.966128999999999,False
The Magnificent Seven,90.0,162.360636,5.9,13.809622000000001,False
Bridget Jones's Baby,35.0,211.95242,6.3,10.754139,True
Blair Witch,5.0,45.172994,4.9,11.901342999999999,True
31,1.5,0.77982,4.9,6.636625,False
Snowden,40.0,37.279439,7.0,14.384554000000001,False
Storks,70.0,182.379278,6.7,12.687521,False
Smoke & Mirrors,5.0,2.387127,6.7,3.138159,False
Queen of Katwe,15.0,10.367161,7.1,6.164561,False
Miss Peregrine's Home for Peculiar Children,110.0,296.485719,6.5,36.262655,False
Deepwater Horizon,110.0,121.790373,6.5,13.1984,False
Masterminds,25.0,29.2,5.6,9.434588,False
The King's Choice,7.5,9.1,6.6,1.176258,False
The Duelist,12.823507,6.101904,6.0,2.981184,False
Denial,10.0,4.073489,6.5,10.754997,False
The Girl on the Train,45.0,173.185859,6.2,10.217291000000001,False
Middle School: The Worst Years of My Life,8.5,19.985196,6.9,10.222142999999999,False
A Quiet Passion,8.138338,1.864266,7.5,3.55933,False
Hacksaw Ridge,40.0,175.302354,7.8,21.037699,False
A Monster Calls,43.0,46.652768,6.8,24.483893,False
Raw,3.5,4.1,7.0,14.320893,False
My Life as a Zucchini,8.0,0.292279,7.7,7.3211520000000005,False
Trolls,125.0,346.864462,6.7,16.83711,False
Inferno,75.0,220.021259,5.7,18.311054000000002,True
Max Steel,10.0,6.272403,5.1,6.703892,False
The Accountant,44.0,155.160045,6.9,13.465656,False
The Lost City of Z,30.0,8.574339,6.1,21.791110999999997,False
Personal Shopper,6.0,1.305195,5.8,11.186981,False
Jack Reacher: Never Go Back,60.0,162.146076,5.3,15.605620000000002,True
From the Land of the Moon,10.3,0.047748,6.7,6.165491,False
Ouija: Origin of Evil,9.0,81.705746,5.8,10.182974,True
Keeping Up with the Joneses,40.0,29.918745,5.9,9.48515,False
Aanandam,0.45,2.3,6.4,0.354748,False
Moonlight,4.0,65.046687,7.3,14.171675,False
I'm Not Ashamed,1.5,2.0,7.0,2.254096,False
Doctor Strange,165.0,677.718395,7.1,43.847654,False
Max & Leon,12.156348,7.9,6.7,5.662109,False
A Street Cat Named Bob,8.0,0.082703,7.5,9.609879,False
Bleed for This,6.0,6.174491,6.7,7.873407,False
Loving,9.0,8.996802,6.5,7.977391000000001,False
Nocturnal Animals,22.5,29.252978,7.2,18.908782000000002,False
Arrival,47.0,203.388186,7.2,30.83786,False
Billy Lynn's Long Halftime Walk,40.0,30.930984,5.9,8.009568,False
Almost Christmas,17.0,42.487325,5.4,7.288877,False
Shut In,10.0,13.082071,4.8,6.944457000000001,False
Split,9.0,276.921998,7.0,28.920839,False
Fantastic Beasts and Where to Find Them,180.0,809.342332,7.2,41.051421000000005,True
Paterson,5.0,2.152738,7.0,10.300307,False
Allied,85.0,119.520023,6.6,13.085186,False
Manchester by the Sea,9.0,75.026965,7.5,12.821257000000001,False
The Edge of Seventeen,9.0,18.803648,7.3,9.51953,False
Sing,75.0,632.443719,6.8,20.045673,False
Rules Don't Apply,25.0,3.885342,5.9,8.167672999999999,False
Bad Santa 2,26.0,17.782178,5.0,7.459161,True
Moana,150.0,643.034466,7.3,9.143457000000001,False
The Founder,25.0,23.964782,7.0,17.523343,False
Dear Zindagi,4.3,3.376375,6.9,3.6995519999999997,False
Lion,12.0,140.302754,8.0,17.085145,False
Miss Sloane,13.0,3.500605,7.2,14.017754,False
Office Christmas Party,45.0,114.501299,5.4,8.228918,False
A United Kingdom,14.0,13.819139,6.5,6.249112,False
Underworld: Blood Wars,35.0,81.093313,5.2,20.02976,True
La La Land,30.0,445.4357,7.9,19.681686,False
Incarnate,5.0,6.341855,5.1,15.909181,False
Jackie,9.0,13.960394,6.5,8.362716,False
Collateral Beauty,36.0,87.416021,6.9,14.575883,False
Hidden Figures,25.0,230.698791,7.8,16.816834,False
Patriots Day,45.0,50.548152,6.8,14.547939000000001,False
Ballerina,30.0,2.351359,7.1,16.53732,False
Rogue One: A Star Wars Story,200.0,1056.057273,7.4,36.567575,True
The Great Wall,150.0,331.957105,5.8,15.884744,False
Fences,24.0,64.414761,6.7,11.599716,False
Monster Trucks,125.0,64.493915,6.0,14.801195000000002,False
Passengers,110.0,303.144152,6.7,20.303632,False
Assassin's Creed,125.0,240.697856,5.4,27.54107,False
Gold,20.0,7.227038,6.6,16.01076,False
Why Him?,38.0,118.034273,6.3,14.531429000000001,False
Silence,46.0,23.737523,7.0,14.169379999999999,False
Resident Evil: The Final Chapter,40.0,312.242626,5.9,0.75571,True
Railroad Tigers,50.0,102.205175,6.2,3.798504,False
Dangal,10.4,310.0,8.0,8.792104,False
Live by Night,108.0,22.678555,6.2,19.943929999999998,False
20th Century Women,7.0,5.816211,7.3,9.855927000000001,False
